prompt_id,diabetes_type,diabetes_label,icd_code,icd_description,complication,complication_phrase,surface_form_index,target_atc_code,target_atc_name,target_atc_l2,template_variant,split,prompt
p0362,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.39, with ocular involvement. A plausible ATC medication class is"
p0363,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.39) and ocular involvement, the ATC drug category most relevant to diabetes treatment is"
p0364,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10BA02,metformin,DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E11.39 means Type 2 diabetes mellitus with other diabetic ophthalmic complication. The patient has ocular involvement. The recommended ATC drug is
p0365,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10BA02,metformin,DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 2 diabetes mellitus patient (code E11.39) was admitted with ocular involvement. First-line ATC drug:
p0366,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10BA02,metformin,DRUGS USED IN DIABETES,6,test,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.39, complicated by ocular involvement. The ATC class typically prescribed is"
p0367,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10BA02,metformin,DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E11.39 Type 2 diabetes mellitus; complications: ocular involvement. Recommended ATC class:
p0368,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10BA02,metformin,DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 2 diabetes mellitus (E11.39) with ocular involvement: the most appropriate ATC group is
p0369,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10BA02,metformin,DRUGS USED IN DIABETES,9,test,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.39) and ocular involvement requires therapy. The ATC drug class is
p0370,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.39); ocular involvement. Drug therapy (ATC) selected:
p0371,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10BA02,metformin,DRUGS USED IN DIABETES,11,train,"Type 2 diabetes mellitus (code E11.39), complicated by ocular involvement. The standard ATC pharmacologic group is"
p0372,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,ocular involvement,3,A10BA02,metformin,DRUGS USED IN DIABETES,12,test,Coding audit — patient labelled E11.39 (Type 2 diabetes mellitus); current state: ocular involvement. The ATC drug recommended is
p0373,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.39) presents with retinal microvascular changes. The recommended ATC drug is
p0374,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.39, with retinal microvascular changes. A plausible ATC medication class is"
p0375,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10BA02,metformin,DRUGS USED IN DIABETES,3,test,"For a patient with Type 2 diabetes mellitus (E11.39) and retinal microvascular changes, the ATC drug category most relevant to diabetes treatment is"
p0376,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10BA02,metformin,DRUGS USED IN DIABETES,4,test,Medical coding context: diagnosis E11.39 means Type 2 diabetes mellitus with other diabetic ophthalmic complication. The patient has retinal microvascular changes. The recommended ATC drug is
p0377,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10BA02,metformin,DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 2 diabetes mellitus patient (code E11.39) was admitted with retinal microvascular changes. First-line ATC drug:
p0378,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10BA02,metformin,DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.39, complicated by retinal microvascular changes. The ATC class typically prescribed is"
p0379,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10BA02,metformin,DRUGS USED IN DIABETES,7,test,EHR snippet — DX: E11.39 Type 2 diabetes mellitus; complications: retinal microvascular changes. Recommended ATC class:
p0380,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10BA02,metformin,DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 2 diabetes mellitus (E11.39) with retinal microvascular changes: the most appropriate ATC group is
p0381,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10BA02,metformin,DRUGS USED IN DIABETES,9,test,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.39) and retinal microvascular changes requires therapy. The ATC drug class is
p0382,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.39); retinal microvascular changes. Drug therapy (ATC) selected:
p0383,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10BA02,metformin,DRUGS USED IN DIABETES,11,test,"Type 2 diabetes mellitus (code E11.39), complicated by retinal microvascular changes. The standard ATC pharmacologic group is"
p0384,type2,Type 2 diabetes mellitus,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ophthalmic,retinal microvascular changes,4,A10BA02,metformin,DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E11.39 (Type 2 diabetes mellitus); current state: retinal microvascular changes. The ATC drug recommended is
p0385,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.59) presents with peripheral circulatory complications. The recommended ATC drug is
p0386,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,train,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.59, with peripheral circulatory complications. A plausible ATC medication class is"
p0387,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,train,"For a patient with Type 1 diabetes mellitus (E10.59) and peripheral circulatory complications, the ATC drug category most relevant to diabetes treatment is"
p0388,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.59 means Type 1 diabetes mellitus with other circulatory complications. The patient has peripheral circulatory complications. The recommended ATC drug is
p0389,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,test,Discharge summary: a Type 1 diabetes mellitus patient (code E10.59) was admitted with peripheral circulatory complications. First-line ATC drug:
p0390,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.59, complicated by peripheral circulatory complications. The ATC class typically prescribed is"
p0391,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,test,EHR snippet — DX: E10.59 Type 1 diabetes mellitus; complications: peripheral circulatory complications. Recommended ATC class:
p0392,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,test,Pharmacy review for Type 1 diabetes mellitus (E10.59) with peripheral circulatory complications: the most appropriate ATC group is
p0393,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.59) and peripheral circulatory complications requires therapy. The ATC drug class is
p0394,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,test,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.59); peripheral circulatory complications. Drug therapy (ATC) selected:
p0395,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,test,"Type 1 diabetes mellitus (code E10.59), complicated by peripheral circulatory complications. The standard ATC pharmacologic group is"
p0396,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E10.59 (Type 1 diabetes mellitus); current state: peripheral circulatory complications. The ATC drug recommended is
p0397,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,test,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.59) presents with diabetic angiopathy. The recommended ATC drug is
p0398,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,train,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.59, with diabetic angiopathy. A plausible ATC medication class is"
p0399,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,test,"For a patient with Type 1 diabetes mellitus (E10.59) and diabetic angiopathy, the ATC drug category most relevant to diabetes treatment is"
p0400,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.59 means Type 1 diabetes mellitus with other circulatory complications. The patient has diabetic angiopathy. The recommended ATC drug is
p0401,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,test,Discharge summary: a Type 1 diabetes mellitus patient (code E10.59) was admitted with diabetic angiopathy. First-line ATC drug:
p0402,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.59, complicated by diabetic angiopathy. The ATC class typically prescribed is"
p0403,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E10.59 Type 1 diabetes mellitus; complications: diabetic angiopathy. Recommended ATC class:
p0404,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.59) with diabetic angiopathy: the most appropriate ATC group is
p0405,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.59) and diabetic angiopathy requires therapy. The ATC drug class is
p0406,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,test,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.59); diabetic angiopathy. Drug therapy (ATC) selected:
p0407,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,train,"Type 1 diabetes mellitus (code E10.59), complicated by diabetic angiopathy. The standard ATC pharmacologic group is"
p0408,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E10.59 (Type 1 diabetes mellitus); current state: diabetic angiopathy. The ATC drug recommended is
p0409,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.59) presents with peripheral vascular disease. The recommended ATC drug is
p0410,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,train,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.59, with peripheral vascular disease. A plausible ATC medication class is"
p0411,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,train,"For a patient with Type 1 diabetes mellitus (E10.59) and peripheral vascular disease, the ATC drug category most relevant to diabetes treatment is"
p0412,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.59 means Type 1 diabetes mellitus with other circulatory complications. The patient has peripheral vascular disease. The recommended ATC drug is
p0413,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,test,Discharge summary: a Type 1 diabetes mellitus patient (code E10.59) was admitted with peripheral vascular disease. First-line ATC drug:
p0414,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.59, complicated by peripheral vascular disease. The ATC class typically prescribed is"
p0415,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,test,EHR snippet — DX: E10.59 Type 1 diabetes mellitus; complications: peripheral vascular disease. Recommended ATC class:
p0416,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.59) with peripheral vascular disease: the most appropriate ATC group is
p0417,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.59) and peripheral vascular disease requires therapy. The ATC drug class is
p0418,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,test,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.59); peripheral vascular disease. Drug therapy (ATC) selected:
p0419,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,train,"Type 1 diabetes mellitus (code E10.59), complicated by peripheral vascular disease. The standard ATC pharmacologic group is"
p0420,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E10.59 (Type 1 diabetes mellitus); current state: peripheral vascular disease. The ATC drug recommended is
p0421,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.59) presents with lower-limb circulatory disease. The recommended ATC drug is
p0422,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,train,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.59, with lower-limb circulatory disease. A plausible ATC medication class is"
p0423,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,train,"For a patient with Type 1 diabetes mellitus (E10.59) and lower-limb circulatory disease, the ATC drug category most relevant to diabetes treatment is"
p0424,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.59 means Type 1 diabetes mellitus with other circulatory complications. The patient has lower-limb circulatory disease. The recommended ATC drug is
p0425,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 1 diabetes mellitus patient (code E10.59) was admitted with lower-limb circulatory disease. First-line ATC drug:
p0426,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.59, complicated by lower-limb circulatory disease. The ATC class typically prescribed is"
p0427,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E10.59 Type 1 diabetes mellitus; complications: lower-limb circulatory disease. Recommended ATC class:
p0428,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.59) with lower-limb circulatory disease: the most appropriate ATC group is
p0429,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.59) and lower-limb circulatory disease requires therapy. The ATC drug class is
p0430,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.59); lower-limb circulatory disease. Drug therapy (ATC) selected:
p0431,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,train,"Type 1 diabetes mellitus (code E10.59), complicated by lower-limb circulatory disease. The standard ATC pharmacologic group is"
p0432,type1,Type 1 diabetes mellitus,E10.59,Type 1 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E10.59 (Type 1 diabetes mellitus); current state: lower-limb circulatory disease. The ATC drug recommended is
p0433,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.59) presents with peripheral circulatory complications. The recommended ATC drug is
p0434,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.59, with peripheral circulatory complications. A plausible ATC medication class is"
p0435,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.59) and peripheral circulatory complications, the ATC drug category most relevant to diabetes treatment is"
p0436,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,4,test,Medical coding context: diagnosis E11.59 means Type 2 diabetes mellitus with other circulatory complications. The patient has peripheral circulatory complications. The recommended ATC drug is
p0437,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 2 diabetes mellitus patient (code E11.59) was admitted with peripheral circulatory complications. First-line ATC drug:
p0438,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.59, complicated by peripheral circulatory complications. The ATC class typically prescribed is"
p0439,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,7,test,EHR snippet — DX: E11.59 Type 2 diabetes mellitus; complications: peripheral circulatory complications. Recommended ATC class:
p0440,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 2 diabetes mellitus (E11.59) with peripheral circulatory complications: the most appropriate ATC group is
p0441,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,9,test,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.59) and peripheral circulatory complications requires therapy. The ATC drug class is
p0442,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,10,test,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.59); peripheral circulatory complications. Drug therapy (ATC) selected:
p0443,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,11,train,"Type 2 diabetes mellitus (code E11.59), complicated by peripheral circulatory complications. The standard ATC pharmacologic group is"
p0444,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral circulatory complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,12,test,Coding audit — patient labelled E11.59 (Type 2 diabetes mellitus); current state: peripheral circulatory complications. The ATC drug recommended is
p0445,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,1,test,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.59) presents with diabetic angiopathy. The recommended ATC drug is
p0446,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,2,test,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.59, with diabetic angiopathy. A plausible ATC medication class is"
p0447,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,3,test,"For a patient with Type 2 diabetes mellitus (E11.59) and diabetic angiopathy, the ATC drug category most relevant to diabetes treatment is"
p0448,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E11.59 means Type 2 diabetes mellitus with other circulatory complications. The patient has diabetic angiopathy. The recommended ATC drug is
p0449,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 2 diabetes mellitus patient (code E11.59) was admitted with diabetic angiopathy. First-line ATC drug:
p0450,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,6,test,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.59, complicated by diabetic angiopathy. The ATC class typically prescribed is"
